source,dataset,source_key,source_role,geo_level,municipality,province,period_year,period_month,crime_group,crime_type,measure,value,source_file
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Muertes en accidentes viales,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Muertes en accidentes viales,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Muertes en accidentes viales,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Muertes en accidentes viales,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Muertes en accidentes viales,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_hechos,4,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas,4,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas_fem,4,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra la libertad,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra la libertad,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra la libertad,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra la libertad,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra la libertad,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra la propiedad,cantidad_hechos,10,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra las personas,cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra las personas,cantidad_victimas,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra las personas,cantidad_victimas_fem,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra las personas,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos contra las personas,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Otros delitos previstos en leyes especiales,cantidad_hechos,37,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Robos (excluye los agravados por el resultado de lesiones y/o muertes),cantidad_hechos,73,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Robos agravados por el resultado de lesiones y/o muertes,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Suicidios (consumados),cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Suicidios (consumados),cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Suicidios (consumados),cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Suicidios (consumados),cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Suicidios (consumados),cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,hurto,Tentativas de hurto,cantidad_hechos,3,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),cantidad_hechos,21,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Tentativas de robo agravado por el resultado de lesiones y/o muertes,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas_fem,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas_masc,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,amenazas,Amenazas,cantidad_hechos,48,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Contravenciones,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el estado civil,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el honor,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el honor,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el honor,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el honor,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el honor,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra el orden público,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra la administración pública,cantidad_hechos,6,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra la fe pública,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra la seguridad de la nación,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra la seguridad pública,cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,otros,Delitos contra los poderes públicos y el orden constitucional,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios culposos por otros hechos,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios culposos por otros hechos,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios culposos por otros hechos,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios culposos por otros hechos,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios culposos por otros hechos,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios dolosos,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios dolosos,cantidad_victimas,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios dolosos,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios dolosos,cantidad_victimas_masc,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios dolosos,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,10,homicidio,Homicidios dolosos en grado de tentativa,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
